date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:45:27	49016/49016	---M--	200	added ('OK')	font/woff	etag:%22bf78-5ca2bf8035c0a%22	https://canlis.com/uploads/HelveticaNeueMedium_22555.woff	./canlis-website/canlis.com/uploads/HelveticaNeueMedium_22555.woff	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:29	106948/106948	---M--	200	added ('OK')	font/ttf	etag:%221a1c4-5ca2bf9a4b713%22	https://canlis.com/uploads/HelveticaNeueMedium_22555.ttf	./canlis-website/canlis.com/uploads/HelveticaNeueMedium_22555.ttf	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:30	178216/178216	---M--	200	added ('OK')	image/svg+xml	etag:%222b828-5ca2bf823289c%22	https://canlis.com/uploads/HelveticaNeueMedium_22555.svg	./canlis-website/canlis.com/uploads/HelveticaNeueMedium_22555.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:30	2453/2453	---M--	200	added ('OK')	image/svg+xml	etag:%22995-5ca2bf91eed4e%22	https://canlis.com/uploads/canlis_logo_new.svg	./canlis-website/canlis.com/uploads/canlis_logo_new.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:31	2525/2525	---M--	200	added ('OK')	image/svg+xml	etag:%229dd-5c936f696bc0a%22	https://canlis.com/uploads/canlis_logo_new_white.svg	./canlis-website/canlis.com/uploads/canlis_logo_new_white.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:32	5060/5060	---M--	200	added ('OK')	image/svg+xml	etag:%2213c4-5ca2bf919ccd0%22	https://canlis.com/uploads/socialicon_insta_light.svg	./canlis-website/canlis.com/uploads/socialicon_insta_light.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:33	5060/5060	---M--	200	added ('OK')	image/svg+xml	etag:%2213c4-5ca2bf971ef29%22	https://canlis.com/uploads/socialicon_insta.svg	./canlis-website/canlis.com/uploads/socialicon_insta.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:34	16094/16094	---M--	404	error ('Not%20Found')	text/html	etag:%223ede-65892b661b7a1%22	https://canlis.com/uploads/84.jpg	./canlis-website/canlis.com/uploads/84.jpg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:35	4153/4153	---M--	200	added ('OK')	image/gif	etag:%221039-5c6f40a6ba41d%22	https://canlis.com/uploads/sk8r.gif	./canlis-website/canlis.com/uploads/sk8r.gif	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:36	12745/12745	---M--	200	added ('OK')	image/svg+xml	etag:%2231c9-5ca2bfa0eea64%22	https://canlis.com/uploads/canlislogo_light.svg	./canlis-website/canlis.com/uploads/canlislogo_light.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:37	14652/14652	---M--	200	added ('OK')	image/gif	etag:%22393c-5c6f40f5b2e7f%22	https://canlis.com/uploads/camp-eagle.gif	./canlis-website/canlis.com/uploads/camp-eagle.gif	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:38	16622/16622	---M--	200	added ('OK')	image/gif	etag:%2240ee-5c6f40d7cda44%22	https://canlis.com/uploads/boom.gif	./canlis-website/canlis.com/uploads/boom.gif	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:39	1472/1472	---M--	200	added ('OK')	image/svg+xml	etag:%225c0-5c6f4087c96ab%22	https://canlis.com/uploads/burst.svg	./canlis-website/canlis.com/uploads/burst.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:40	575/575	---M--	200	added ('OK')	image/svg+xml	etag:%2223f-64d5224f92f05%22	https://canlis.com/uploads/close.svg	./canlis-website/canlis.com/uploads/close.svg	(from https://canlis.com/uploads/master.css?version=08082026175639)
09:45:42	105545/105545	---M--	200	added ('OK')	image/jpeg	etag:%2219c49-64b0e201b351a%22	https://canlis.com/uploads/pork.jpg	./canlis-website/canlis.com/uploads/pork.jpg	(from https://canlis.com/menu/)
09:45:44	192340/192340	---M--	200	added ('OK')	image/jpeg	etag:%222ef54-64b0e21219b99%22	https://canlis.com/uploads/Peter_Phone.jpg	./canlis-website/canlis.com/uploads/Peter_Phone.jpg	(from https://canlis.com/story/)
09:45:44	211600/211600	---M--	200	added ('OK')	image/jpeg	etag:%2233a90-64b0e20762742%22	https://canlis.com/uploads/Seattle_Outside.jpg	./canlis-website/canlis.com/uploads/Seattle_Outside.jpg	(from https://canlis.com/story/)
09:45:45	240119/240119	---M--	200	added ('OK')	image/png	etag:%223a9f7-64b0e1faf0c85%22	https://canlis.com/uploads/Broiler_Door.png	./canlis-website/canlis.com/uploads/Broiler_Door.png	(from https://canlis.com/story/)
09:45:46	115380/115380	---M--	200	added ('OK')	image/jpeg	etag:%221c2b4-64b0e215e08f4%22	https://canlis.com/uploads/Peter_Plane.jpg	./canlis-website/canlis.com/uploads/Peter_Plane.jpg	(from https://canlis.com/story/)
09:45:47	421790/421790	---M--	200	added ('OK')	image/png	etag:%2266f9e-64b0e2036bc40%22	https://canlis.com/uploads/Broiler_Patio.png	./canlis-website/canlis.com/uploads/Broiler_Patio.png	(from https://canlis.com/story/)
09:45:48	224627/224627	---M--	200	added ('OK')	image/jpeg	etag:%2236d73-64b0e1fedcba5%22	https://canlis.com/uploads/120817094432-restaurants-canlis.jpg	./canlis-website/canlis.com/uploads/120817094432-restaurants-canlis.jpg	(from https://canlis.com/story/)
09:45:50	1559168/1559168	---M--	200	added ('OK')	image/png	etag:%2217ca80-5c6f40e9d1e9a%22	https://canlis.com/uploads/Screen%20Shot%202019-06-04%20at%2010.58.53%20AM.png	./canlis-website/canlis.com/uploads/Screen%20Shot%202019-06-04%20at%2010.58.53%20AM.png	(from https://canlis.com/story/)
09:45:50	1543734/1543734	---M--	200	added ('OK')	image/png	etag:%22178e36-5c6f40d768147%22	https://canlis.com/uploads/Screen%20Shot%202019-06-04%20at%2010.58.44%20AM.png	./canlis-website/canlis.com/uploads/Screen%20Shot%202019-06-04%20at%2010.58.44%20AM.png	(from https://canlis.com/story/)
09:45:52	124904/124904	---M--	200	added ('OK')	image/jpeg	etag:%221e7e8-64b0e20f04a1b%22	https://canlis.com/uploads/Alice_Smiling.jpg	./canlis-website/canlis.com/uploads/Alice_Smiling.jpg	(from https://canlis.com/story/)
09:45:52	1678640/1678640	---M--	200	added ('OK')	image/png	etag:%22199d30-64b0e2185c53a%22	https://canlis.com/uploads/markbrian.png	./canlis-website/canlis.com/uploads/markbrian.png	(from https://canlis.com/story/)
09:45:53	107089/107089	---M--	200	added ('OK')	image/jpeg	etag:%221a251-64b0e2003671d%22	https://canlis.com/uploads/beardd.jpg	./canlis-website/canlis.com/uploads/beardd.jpg	(from https://canlis.com/story/)
09:45:54	916405/916405	---M--	200	added ('OK')	image/png	etag:%22dfbb5-64b0e20ed2d33%22	https://canlis.com/uploads/Screenshot%202025-12-29%20at%2011.08.12%e2%80%afPM.png	./canlis-website/canlis.com/uploads/Screenshot%202025-12-29%20at%2011.08.12%e2%80%afPM.png	(from https://canlis.com/story/)
09:45:55	193800/193800	---M--	200	added ('OK')	image/jpeg	etag:%222f508-64b0e1f7df987%22	https://canlis.com/uploads/Artboard%20Copy%207.jpg	./canlis-website/canlis.com/uploads/Artboard%20Copy%207.jpg	(from https://canlis.com/story/)
09:45:56	152841/152841	---M--	200	added ('OK')	image/jpeg	etag:%2225509-64b0e202585d4%22	https://canlis.com/uploads/markdas.jpg	./canlis-website/canlis.com/uploads/markdas.jpg	(from https://canlis.com/story/)
09:45:57	88351/88351	---M--	200	added ('OK')	image/jpeg	etag:%221591f-64b0e20f57a48%22	https://canlis.com/uploads/pensivestare.jpg	./canlis-website/canlis.com/uploads/pensivestare.jpg	(from https://canlis.com/story/)
09:45:58	75699/75699	---M--	200	added ('OK')	image/jpeg	etag:%22127b3-64b0e1fc89fa6%22	https://canlis.com/uploads/Artboard%20Copy%202.jpg	./canlis-website/canlis.com/uploads/Artboard%20Copy%202.jpg	(from https://canlis.com/story/)
09:45:59	47772/47772	---M--	200	added ('OK')	image/jpeg	etag:%22ba9c-64b0e2123aedf%22	https://canlis.com/uploads/slow.jpg	./canlis-website/canlis.com/uploads/slow.jpg	(from https://canlis.com/story/)
09:46:00	89538/89538	---M--	200	added ('OK')	image/jpeg	etag:%2215dc2-64b1da87bb224%22	https://canlis.com/uploads/KOMOgrid.jpg	./canlis-website/canlis.com/uploads/KOMOgrid.jpg	(from https://canlis.com/story/)
